Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-29 00:00:00+05:30,85.71696181423309,86.91838365754197,82.56707337676552,83.05996704101562,8165436,0.0,0.0
2006-08-30 00:00:00+05:30,83.32954539265971,83.32954539265971,80.23357158863062,81.13463592529297,4899392,0.0,0.0
2006-08-31 00:00:00+05:30,81.36567810797463,83.94565938257675,80.1873545414952,83.16781616210938,4803104,0.0,0.0
2006-09-01 00:00:00+05:30,83.49895751242484,84.56175934111292,82.55938616910113,83.54517364501953,3126808,0.0,0.0
2006-09-04 00:00:00+05:30,83.83012349716698,84.40773114643548,82.87514363680985,83.42194366455078,1600880,0.0,0.0
2006-09-05 00:00:00+05:30,83.6375950135638,85.70158362335242,82.8982590373237,85.2625961303711,2087220,0.0,0.0
2006-09-06 00:00:00+05:30,85.331909771988,86.56413951598782,82.88284939532159,83.32953643798828,2409276,0.0,0.0
2006-09-07 00:00:00+05:30,82.92906400781308,83.4681645109069,81.94327647026056,82.6980209350586,805632,0.0,0.0
2006-09-08 00:00:00+05:30,82.79044005890891,83.94565550159136,81.67373179764921,82.32835388183594,521576,0.0,0.0
2006-09-11 00:00:00+05:30,82.3976726789043,83.86864520025463,81.9432860358778,82.56710052490234,825424,0.0,0.0
2006-09-12 00:00:00+05:30,82.85204317629977,84.2383015045067,82.27443553954689,82.92134857177734,1344516,0.0,0.0
2006-09-13 00:00:00+05:30,83.32952656220381,84.70038575040321,83.32952656220381,84.26139831542969,767716,0.0,0.0
2006-09-14 00:00:00+05:30,84.33071665971787,85.90951089855277,84.2691014167603,84.69268035888672,963888,0.0,0.0
2006-09-15 00:00:00+05:30,85.02383981866161,85.02383981866161,83.17549547477766,83.31412506103516,316244,0.0,0.0
2006-09-18 00:00:00+05:30,83.94565507147395,86.2406868329775,83.94565507147395,84.26911163330078,492816,0.0,0.0
2006-09-19 00:00:00+05:30,85.00845710182682,96.036910053158,84.3307269512494,89.97588348388672,13520988,0.0,0.0
2006-09-20 00:00:00+05:30,89.33663344258247,94.69682956890452,88.15061073906011,93.17195129394531,5246076,0.0,0.0
2006-09-21 00:00:00+05:30,93.957498963677,96.54517902211578,93.0333268427228,93.66484069824219,4423760,0.0,0.0
2006-09-22 00:00:00+05:30,88.25845328507333,94.23476551908232,88.25845328507333,92.44803619384766,1936628,0.0,0.0
2006-09-25 00:00:00+05:30,92.72530561526511,94.16547063802477,90.87696065283457,91.44686889648438,1963056,0.0,0.0
2006-09-26 00:00:00+05:30,92.23239743966617,96.26025230603715,91.80111889555806,95.15894317626953,4780292,0.0,0.0
2006-09-27 00:00:00+05:30,96.11389663437247,97.34612607840288,95.03569587084586,95.26673889160156,2770592,0.0,0.0
2006-09-28 00:00:00+05:30,94.74305057472368,95.95988107758639,93.72646490483358,94.35797882080078,705764,0.0,0.0
2006-09-29 00:00:00+05:30,94.26558763598001,97.03810491939119,93.8805157910618,95.12044525146484,1598092,0.0,0.0
2006-10-03 00:00:00+05:30,95.69035745544808,97.96228143527563,94.88170654737388,95.35919189453125,2023484,0.0,0.0
2006-10-04 00:00:00+05:30,95.65182924688399,96.11391537851145,94.03452778618788,94.51972198486328,724640,0.0,0.0
2006-10-05 00:00:00+05:30,95.32067007553205,97.03809407235886,95.27446333954052,96.27565002441406,600140,0.0,0.0
2006-10-06 00:00:00+05:30,96.92255368098762,99.19447687017247,95.2513461463584,95.81354522705078,2056136,0.0,0.0
2006-10-09 00:00:00+05:30,95.95989633034338,96.21404748879598,93.95752289166848,94.41960906982422,722636,0.0,0.0
2006-10-10 00:00:00+05:30,95.34377700684274,96.2371416963019,94.0499320075109,94.9124984741211,557248,0.0,0.0
2006-10-11 00:00:00+05:30,95.89827592698207,100.58075270784465,95.89827592698207,97.01498413085938,4856056,0.0,0.0
2006-10-12 00:00:00+05:30,97.03809319707291,98.26262339622174,96.28334871174,97.19982147216797,1302736,0.0,0.0
